軍職專長,專長代碼,民間工作任務用語,職業類別,職業名稱,職業代碼,轉銜理由,必須證照,建議證照
兩棲重機械操作領導士,DD325,"1.重機械操作與工程支援
  1.1操作重型工程設備進行現場作業。
  1.2支援岸際或特殊環境工程需求。
  1.3提升作業效率與執行品質。
2.設備維護與運轉管理
  2.1執行設備保養與潤滑作業。
  2.2管理設備使用狀況。
  2.3確保機械穩定運作。
3.安全控管與紀錄管理
  3.1執行現場安全控管措施。
  3.2管理設備使用與保養紀錄。
  3.3提升作業安全與可追溯性。",通俗職業未收錄依UCAN對應,物料搬運機械及車輛操作人員的第一線主管,,具備操作重型機具實務經驗，熟悉現場調度指揮與作業安全規範，適合擔任物料搬運機械及車輛操作人員的第一線主管，從事搬運設備操作、人員調度與作業安全維護等工作。,,建議取得勞動部「堆高機」、「挖土機」或「推土機」操作單一技術證
,,,11營建/製圖/施作,吊車、起重機操作員,110304,具備操作重型機具實務經驗，熟悉現場調度指揮與作業安全規範，適合擔任吊車、起重機操作員，從事重物吊掛、現場工程支援與機具保養檢修等工作。,應取得勞動部「重機械操作－固定式起重機操作技術士證」,
,,,11營建/製圖/施作,推土機、怪手操作員,110305,具備操作重型機具實務經驗，熟悉現場調度指揮與作業安全規範，適合擔任推土機、怪手操作員，從事土方整地、建築施工等工作。,應取得勞動部「重機械操作－推土機或挖掘機操作技術士證」,
,,,10技術/維修/操作,農業及工業用機器裝修工,100204,具備機械拆裝、潤滑與液控系統維護等相關實務，熟悉保養流程及安全規範，適合擔任農業及工業用機器裝修工，從事機械維修、系統調校與設備檢修保養等工作。,,建議取得勞動部「重機械修護技術士」
,,,09品管/製造/環衛,廠務,090220,因於部隊長期接觸裝備保養、環境巡查、財產清點等實務工作，並具備遵守安全作業規定與設備控管能力，適合轉銜廠務，協助從事設施維護、環境管理等工作。,,
,,,06客服/門市,連鎖店管理人員,060205,具備軍中差勤管理、物料補給及設施環境維護等實務經驗，熟悉人員調度、流程管控及突發狀況處理，適合轉銜為連鎖店管理人員，從事連鎖體系門市營運管理、人員督導與日常營運協調等工作。,,建議取得勞動部核發之「門市服務技術士證」
兩棲偵搜領導士,DD415,"1.重機械操作與工程支援
  1.1操作重型工程設備進行現場作業。
  1.2支援岸際或特殊環境工程需求。
  1.3提升作業效率與執行品質。
2.設備維護與運轉管理
  2.1執行設備保養與潤滑作業。
  2.2管理設備使用狀況。
  2.3確保機械穩定運作。
3.安全控管與紀錄管理
  3.1執行現場安全控管措施。
  3.2管理設備使用與保養紀錄。
  3.3提升作業安全與可追溯性。",15物流/運輸/資材,船員,150201,具備水域環境判讀、操舟作業及現場應變處置等實務經驗，熟悉航行作業流程、水域安全規範與設備操作機制，適合擔任船員，從事小型船舶操駕與水域現場作業支援,應取得交通部航港局核發之「營業用動力小船」駕照,
,,,通俗職業未收錄依UCAN對應,商業潛水員,,具備水下作業執行、潛水操作及高風險環境應變等實務經驗，熟悉潛水作業流程、水域安全規範與設備操作機制，適合擔任商業潛水員，從事水下作業活動。,應取得勞動部「職業潛水」技術士證,
,,,16旅遊/餐飲/休閒,水上救生員,160302,具備水域救援作業、現場應變處置及人員安全管控等實務經驗，熟悉水域安全規範、救援流程與緊急應變機制，適合擔任水上救生員，從事水域安全維護與救援工作。,應取得運動部核發「水上救生員證書」,
,,,10技術/維修/操作,遙控無人機專業人員,100316,具備設備操作控制、任務執行規劃及現場判斷應變等實務經驗，熟悉操作流程、安全規範與任務管控機制，適合擔任遙控無人機專業人員，操作無人機從事商用、空拍、監測、研究及農藥噴灑等相關工作。,應取得交通部民用航空局核發之「遙控無人機操作證」,
,,,18保全/軍警消,保全技術人員,180106,具備風險評估、現場警戒與安防設備運用等相關實務，熟悉巡檢通報流程、門禁管制制度與事件應對管理特性，適合擔任保全技術人員，從事安防系統監控、異常通報與現場支援等工作。,,
,,,16旅遊/餐飲/休閒,運動教練,160301,具備格鬥及游泳、潛水技能，熟悉體能訓練規劃與評量，適合擔任運動教練，從事練、游泳、潛水教學及體能訓練工作。,應取得運動部核發「水上救生員證書」、「國際潛水教練證照」或「國民體適能指導員」等相關證照,
,,,18保全/軍警消,運鈔員,180104,具備高風險任務執行、安全警戒管控及現場應變處置等實務經驗，熟悉安全管理機制與緊急應變程序，適合擔任運鈔員，從事現金運送與安全護衛工作。,,
水中爆破領導士,DD515,"1.水下工程與障礙排除
  1.1執行水下障礙物處理與工程作業，確保航道或作業區域安全。
  1.2依作業規範完成爆破與排除流程，降低對周邊環境之風險影響。
2.現地偵察與情資回報
  2.1蒐集灘岸與港區設施之現地資訊，進行初步整理與分析。
  2.2將關鍵資訊即時回報，支援後續行動與決策規劃。
3.裝備管理與救援支援
  3.1管理並維護潛水、偵爆與工程裝備，確保設備可用與安全。
  3.2協助水下清理、沉船處理與拖救作業，支援複雜環境下之任務行動。",通俗職業未收錄依UCAN對應,爆破工程人員,,具備炸藥知識與引信拆卸技能，熟悉爆破作業流程、安全管理機制與風險控管程序，適合擔任爆破工程人員，可參加經濟部地質調查及礦業管理中心核定之「礦場安全管理人員技術訓練班」或「事業用爆炸物爆破專業人員訓練班」，從事隧道開挖、礦山爆破、建築拆除與工程爆破安全管理等工作。,,
,,,通俗職業未收錄依UCAN對應,離岸作業水下支撐結構檢測人員,,具備潛水技能與水下檢測經驗，熟悉水下作業流程與風險管控程序，適合擔任離岸作業水下支撐接購檢測人員，從事離岸風電、油氣平台檢測維護。,,建議參加勞動部離岸風電設備巡檢人才培訓班，並取得國際海事組織認可之BST基本安全訓練證照
,,,通俗職業未收錄依UCAN對應,商業潛水員,,具備水下作業執行、潛水操作及高風險環境應變等實務經驗，熟悉潛水作業流程、水域安全規範與設備操作機制，適合擔任商業潛水員，從事水下作業活動。,應取得勞動部「職業潛水」技術士證,
,,,16旅遊/餐飲/休閒,水上救生員,160302,具備水域救援作業、現場應變處置及人員安全管控等實務經驗，熟悉水域安全規範、救援流程與緊急應變機制，適合擔任水上救生員，從事水域安全維護與救援工作。,應取得運動部核發「水上救生員證書」,
,,,16旅遊/餐飲/休閒,運動教練,160301,具備格鬥及游泳、潛水技能，熟悉體能訓練規劃與評量，適合擔任運動教練，從事練、游泳、潛水教學及體能訓練工作。,應取得運動部核發「水上救生員證書」、「國際潛水教練證照」或「國民體適能指導員」等相關證照,
,,,10技術/維修/操作,遙控無人機專業人員,100316,具備設備操作控制、任務執行規劃及現場判斷應變等實務經驗，熟悉操作流程、安全規範與任務管控機制，適合擔任遙控無人機專業人員，操作無人機從事商用、空拍、監測、研究及農藥噴灑等相關工作。,應取得交通部民用航空局核發之「遙控無人機操作證」,
,,,18保全/軍警消,保全技術人員,180106,具備風險評估、現場警戒與安防設備運用等相關實務，熟悉巡檢通報流程、門禁管制制度與事件應對管理特性，適合擔任保全技術人員，從事安防系統監控、異常通報與現場支援等工作。,,
,,,18保全/軍警消,運鈔員,180104,具備高風險任務執行、安全警戒管控及現場應變處置等實務經驗，熟悉安全管理機制與緊急應變程序，適合擔任運鈔員，從事現金運送與安全護衛工作。,,
水中械彈處理領導士,DD615,"1.危險物處理與安全管理
  1.1辨識並處理高風險物件。
  1.2執行安全控管與風險降低措施。
  1.3確保作業環境安全。
2.精密設備處理與技術操作
  2.1執行裝置拆解與檢測作業。
  2.2進行細部結構檢查與處理。
  2.3確保設備處理精準度。
3.安全控管與紀錄管理
  3.1執行現場安全控管措施。
  3.2管理設備使用與保養紀錄。
  3.3提升作業安全與可追溯性。",通俗職業未收錄依UCAN對應,爆破工程人員,,具備炸藥知識與引信拆卸技能，熟悉爆破作業流程、安全管理機制與風險控管程序，適合擔任爆破工程人員，可參加經濟部地質調查及礦業管理中心核定之「礦場安全管理人員技術訓練班」或「事業用爆炸物爆破專業人員訓練班」，從事隧道開挖、礦山爆破、建築拆除與工程爆破安全管理等工作。,,
,,,通俗職業未收錄依UCAN對應,離岸作業水下支撐結構檢測人員,,具備潛水技能與水下檢測經驗，熟悉水下作業流程與風險管控程序，適合擔任離岸作業水下支撐接購檢測人員，從事離岸風電、油氣平台檢測維護。,,建議參加勞動部離岸風電設備巡檢人才培訓班，並取得國際海事組織認可之BST基本安全訓練證照
,,,通俗職業未收錄依UCAN對應,商業潛水員,,具備水下作業執行、潛水操作及高風險環境應變等實務經驗，熟悉潛水作業流程、水域安全規範與設備操作機制，適合擔任商業潛水員，從事水下作業活動。,應取得勞動部「職業潛水」技術士證,
